,variable,label,type
2740,cf3samp,Constructed - Father non-response (reason),Unordered Categorical
2745,cf3citsm,Constructed - Three-year city sample flag,Unordered Categorical
2746,f3citywt,Father three-year city sample weight (20-cities population),Continuous
2747,f3a2,How much of the time does the child live with you?,Ordered Categorical
2759,f3a4,What is your relationship with child's mother now?,Ordered Categorical
2760,f3a4a,"Are you romantically involved steadily or on-again, off-again?",Unordered Categorical
2761,f3a4a1,Are you and mother currently living together?,Ordered Categorical
2762,f3a4a2,INT CHK: ARE FATHER AND MOTHER MARRIED AND LIVING TOGETHER ALL/MOST OF TIME?,Unordered Categorical
2763,f3a4b,How many nights a week do you and mother usually spend night together?,Ordered Categorical
2766,f3a5,"INT CHK: WERE FATHER AND MOTHER UNMARRIED AT ONE-YEAR, BUT MARRIED NOW?",Unordered Categorical
2769,f3a6,"INT CHK: WERE FATHER AND MOTHER LIVING APART AT ONE-YEAR, BUT LIVING TOGETHER NO",Unordered Categorical
2772,f3a7,"INT CHK: WERE FATHER AND MOTHER MARRIED AT ONE-YEAR, BUT SEPARATED/DIVORCED NOW?",Unordered Categorical
2775,f3a8,Were father and mother romantically involved at one-year but not now?,Unordered Categorical
2786,f3a8c,INT CHK: DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF TIME?,Unordered Categorical
2787,f3a9,How often do you and mother see or talk to each other?,Ordered Categorical
2788,f3a10,"Since child's first birthday, have you fathered another baby/expecting baby?",Unordered Categorical
2791,f3a11,"Including child, how many children do you have with mother?",Continuous
2792,f3a11a,INT CHK: DID FATHER HAVE NEW BABY WITH SOMEONE OTHER THAN MOTHER?,Unordered Categorical
2793,f3a12,Do you have children by someone other than mother?,Unordered Categorical
2794,f3a12a,How many children do you have with someone other than mother?,Continuous
2797,f3a12d,18C ONLY: Were you ever married to someone other than mother?,Unordered Categorical
2798,f3a13,"Before involved with mother, how many relationships lasted at least one month?",Continuous
2800,f3a14,Did you ever live with this/any partner in these relationships?,Unordered Categorical
2801,f3a15,Did you get any of these partners pregnant?,Unordered Categorical
2802,cf3age,Constructed - Father's age (years),Continuous
2803,cf3b_age,Constructed - Child age at time of father interview (months),Continuous
2804,cf3marm,Constructed - Is father married to child's mother at year three?,Unordered Categorical
2805,cf3cohm,Constructed - Father living with child's mother at year three,Unordered Categorical
2806,f3b0,INT CHK: DOES CHILD LIVE WITH FATHER ALL OR MOST OF TIME?,Unordered Categorical
2807,f3b1,How do you feel about yourself as a father to child?,Ordered Categorical
2808,f3b2,How is child's health in general?,Ordered Categorical
2809,f3b3,How many times have you been apart for a week or more?,Continuous
2831,f3b4a,Days/week: sing songs or nursery rhymes with child?,Ordered Categorical
2832,f3b4b,Days/week: hug or show physical affection to child?,Ordered Categorical
2833,f3b4c,Days/week: tell child that you love him/her?,Ordered Categorical
2834,f3b4d,Days/week: let child help you with simple chores?,Ordered Categorical
2835,f3b4e,Days/week: play imaginary games with him/her?,Ordered Categorical
2836,f3b4f,Days/week: read stories to child?,Ordered Categorical
2837,f3b4g,Days/week: tell stories to child?,Ordered Categorical
2838,f3b4h,Days/week: play inside with toys with child?,Ordered Categorical
2839,f3b4i,Days/week: tell child you appreciate something he/she did?,Ordered Categorical
2840,f3b4j,Days/week: take him/her to visit relatives?,Ordered Categorical
2841,f3b4k,Days/week: go to a restaurant/out to eat with child?,Ordered Categorical
2842,f3b4l,Days/week: assist child with eating?,Ordered Categorical
2843,f3b4m,Days/week: put child to bed?,Ordered Categorical
2844,f3b5,"In past month, have you spanked child because he/she was misbehaving?",Unordered Categorical
2846,f3b6a,Agree/disagree: Being a parent is harder than I thought it would be?,Ordered Categorical
2847,f3b6b,Agree/disagree: I feel trapped by my responsibilities as a parent?,Ordered Categorical
2848,f3b6c,Agree/disagree: Taking care of  child more work than pleasure?,Ordered Categorical
2849,f3b6d,Agree/disagree: I often feel tired/worn out from raising a family?,Ordered Categorical
2850,f3b7,Is child currently being cared for by someone other than you?,Unordered Categorical
2851,f3b7a,"How many hours a week is child in care, including all arrangements?",Continuous
2852,f3b7b,How many different arrangement are you currently using?,Continuous
2853,f3b8a_1,What arrangements: child's mother?,Unordered Categorical
2855,f3b8a_3,What arrangements: child's sibling?,Unordered Categorical
2856,f3b8a_4,What arrangements: child's maternal grandparent?,Unordered Categorical
2857,f3b8a_5,What arrangements: relative on mother's side?,Unordered Categorical
2858,f3b8a_6,What arrangements: child's paternal grandparent?,Unordered Categorical
2859,f3b8a_7,What arrangements: relative on father's side?,Unordered Categorical
2860,f3b8a_8,What arrangements: mother's partner?,Unordered Categorical
2862,f3b8a_10,What arrangements: non-relative/family child care?,Unordered Categorical
2863,f3b8a_11,What arrangements: day care center?,Unordered Categorical
2864,f3b8a_12,What arrangements: head start/early head start?,Unordered Categorical
2865,f3b8a_13,What arrangements: other?,Unordered Categorical
2868,f3b10,Child age when first started using primary arrangement? (months),Continuous
2869,f3b11,How many days each week does primary arrangement care for child?,Ordered Categorical
2870,f3b12,How many hours each day does primary arrangement care for child?,Continuous
2871,f3b13,How many times changed child care arrangements?,Continuous
2872,f3b14,Does any person/agency give you money/scholarship for care?,Unordered Categorical
2894,f3b17,How much do you pay out-of-pocket for all child care?,Continuous
2898,f3b19,INT CHK: DID RESPONDENT RECEIVE HELP FROM A NON-FAMILY SOURCE?,Unordered Categorical
2900,f3b21,How many times have you made special child care arrangements?,Continuous
2902,f3b23,Have you quit job/school because of child care problems?,Unordered Categorical
2903,f3b24,"When child is sick, can any of your providers take care of him/her?",Unordered Categorical
2904,f3b25,How do you feel about yourself as a father to child?,Ordered Categorical
2905,f3b26,"In general, how is child's health?",Ordered Categorical
2906,f3b27,"During past year, talked to child's doctor about how he/she is doing?",Unordered Categorical
2908,f3b29,Is child being cared for by someone other than you on a regular basis?,Unordered Categorical
2911,f3b31,INT CHK: DID FATHER SEE CHILD MORE THAN ONCE IN PAST 30 DAYS?,Unordered Categorical
2932,f3c1a,INT CHK: ARE FATHER AND MOTHER CURRENTLY LIVING TOGETHER?,Unordered Categorical
2933,f3c1b,What kind of mother do you think mother is?,Ordered Categorical
2934,f3c1c,INT CHK: DOES MOTHER HAVE PRIMARY CUSTODY OF CHILD?,Unordered Categorical
2942,f3c3a,Days/week: sing songs or nursery rhymes to child?,Ordered Categorical
2943,f3c3b,Days/week: hug or show physical affection to child?,Ordered Categorical
2944,f3c3c,Days/week: tell child she loves him/her?,Ordered Categorical
2945,f3c3d,Days/week: let child help her with household chores?,Ordered Categorical
2946,f3c3e,Days/week: play imaginary games with child?,Ordered Categorical
2947,f3c3f,Days/week: read stories to child?,Ordered Categorical
2948,f3c3g,Days/week: tell stories to child?,Ordered Categorical
2949,f3c3h,Days/week: play inside with toys with child?,Ordered Categorical
2950,f3c3i,Days/week: tell child she appreciated what they did?,Ordered Categorical
2951,f3c3j,Days/week: take child to visit relatives?,Ordered Categorical
2952,f3c3k,Days/week: go to restaurant/out to eat with child?,Ordered Categorical
2953,f3c3l,Days/week: assist child with eating?,Ordered Categorical
2954,f3c3m,Days/Week: put child to bed?,Ordered Categorical
2955,f3c4,"In past month, has mother spanked child?",Unordered Categorical
2956,f3c4a,How often did mother spank child?,Ordered Categorical
2957,f3c5,"In past month, how often has mother spent one or more hours a day with child?",Ordered Categorical
2958,f3c5a,How often should mother spend one or more hours a day with child?,Ordered Categorical
2959,f3c6,Have you ever asked mother to spend more time with child?,Unordered Categorical
2960,f3c7a,How often does mother look after child when you need to do things?,Ordered Categorical
2961,f3c7b,How often does she run errands for you?,Ordered Categorical
2962,f3c7c,How often does she fix things around your home?,Ordered Categorical
2963,f3c7d,How often does she take child places he/she needs to go?,Ordered Categorical
2964,f3c8,INT CHK: WERE FATHER AND MOTHER MARRIED AT LAST INTERVIEW?,Unordered Categorical
2965,f3c9,INT CHK: WAS PATERNITY ESTABLISHED AT LAST INTERVIEW?,Unordered Categorical
2968,f3c10c,INT CHK: ARE FATHER AND MOTHER MARRIED AND LIVING TOGETHER?,Unordered Categorical
2969,f3c11,INT CHK: DOES FATHER LIVE WITH CHILD ALL OR MOST OF TIME?,Unordered Categorical
3027,f3c30b,Does mother give you any financial support to help you care for child?,Unordered Categorical
3031,f3c30e1,How often mother buys: clothes for child?,Ordered Categorical
3032,f3c30e2,How often mother buys: toys for child?,Ordered Categorical
3033,f3c30e3,How often mother buys: medicine for child?,Ordered Categorical
3034,f3c30e4,How often mother buys: food for child?,Ordered Categorical
3036,f3c31,Does father have any children by someone other than mother?,Unordered Categorical
3056,f3c39,INT CHK: IS FATHER LIVING WITH MOTHER?,Unordered Categorical
3057,f3c39a,Is mother living with or married to another man?,Unordered Categorical
3058,f3c41,"Is mother currently working, in school, or unemployed?",Unordered Categorical
3059,f3c42,Has mother ever spent any time in jail?,Unordered Categorical
3075,f3c43,Does mother have physical/mental condition limits work he can do?,Unordered Categorical
3076,f3c44,Does mother have problems with job/family/friends because of alcohol/drug use?,Unordered Categorical
3077,f3d0,INT CHK: WERE PARENTS IN ANY KIND OF RELATIONSHIP AT PREVIOUS WAVE/NOW?,Unordered Categorical
3078,f3d00,18C ONLY INT CHK: IS MOTHER DEAD OR RELATIONSHIP REFUSED?,Unordered Categorical
3079,f3d1,INT CHK: DOES MOTHER HAVE ANY CONTACT WITH CHILD?,Unordered Categorical
3080,f3d1a,Always/sometimes/rarely true: acts like the mother you want for child?,Ordered Categorical
3081,f3d1b,Always/sometimes/rarely true: can trust her to take care of child?,Ordered Categorical
